Size, Regular, Karatsuba, Java's BigInteger
411, 1.1768595E-5, 4.8682024E-5, 7.297500000000001E-7
412, 1.140322E-5, 4.8585378E-5, 7.54036E-7
413, 1.248367E-5, 4.7231824E-5, 6.60687E-7
414, 1.1313747E-5, 5.0966933E-5, 7.26452E-7
415, 1.2693178E-5, 4.8292506E-5, 6.561230000000001E-7
416, 1.2069769000000001E-5, 5.1302304E-5, 7.61709E-7
417, 1.2781948000000002E-5, 4.9200246E-5, 6.89001E-7
418, 1.2050075000000002E-5, 5.3368174000000004E-5, 7.712440000000001E-7
419, 1.3281246E-5, 6.4259162E-5, 8.984960000000001E-7
420, 1.5144112E-5, 5.906792300000001E-5, 7.519460000000001E-7
421, 1.2965373E-5, 5.1635501E-5, 7.34656E-7
422, 1.3132089E-5, 5.4092877E-5, 8.030900000000001E-7
423, 1.2942502E-5, 5.0634551000000004E-5, 6.86694E-7
424, 1.2954127E-5, 9.4825148E-5, 1.5093470000000001E-6
425, 1.778819E-5, 5.8317767E-5, 8.502940000000001E-7
426, 1.4710285000000001E-5, 6.1976099E-5, 7.956090000000001E-7
427, 1.4111537000000002E-5, 5.5889401E-5, 1.234565E-6
428, 1.3477780000000002E-5, 5.2290847000000006E-5, 8.0178E-7
429, 1.2924578E-5, 5.649215400000001E-5, 8.13423E-7
430, 1.2649999E-5, 5.0655932000000005E-5, 7.31197E-7
431, 1.3027962E-5, 5.6165038000000006E-5, 8.19555E-7
432, 1.3797311000000001E-5, 7.2103545E-5, 8.490090000000001E-7
433, 1.4523553E-5, 5.9424631000000005E-5, 7.12161E-7
434, 1.3233441000000002E-5, 5.0467095E-5, 8.2165E-7
435, 1.3237099000000001E-5, 5.2156839E-5, 7.365460000000001E-7
436, 1.3478279000000002E-5, 5.2370204E-5, 8.076100000000001E-7
437, 1.3844118000000001E-5, 5.2556919000000004E-5, 7.406240000000001E-7
438, 1.3456820000000001E-5, 5.5228517E-5, 8.54071E-7
439, 1.3974194000000001E-5, 5.3265029000000005E-5, 7.00658E-7
440, 1.327122E-5, 5.4019511000000004E-5, 7.792920000000001E-7
441, 1.323351E-5, 5.1358219E-5, 7.158780000000001E-7
442, 1.3068065000000002E-5, 5.6933772000000004E-5, 7.516950000000001E-7
443, 1.3291793000000001E-5, 5.3365747000000005E-5, 7.07965E-7
444, 1.3341333E-5, 5.4525407000000004E-5, 8.404900000000001E-7
445, 1.3692708000000002E-5, 5.2071143E-5, 8.26559E-7
446, 1.3208122E-5, 5.6083636000000005E-5, 8.198630000000001E-7
447, 1.3180451E-5, 5.2651931E-5, 8.274560000000001E-7
448, 1.3114005E-5, 6.862068E-5, 9.534810000000001E-7
449, 1.3215805000000002E-5, 5.21436E-5, 7.922290000000001E-7
450, 1.3402314E-5, 6.0519943E-5, 8.438630000000001E-7
451, 1.4180476000000002E-5, 5.7683374000000006E-5, 7.723640000000001E-7
452, 1.4410414000000002E-5, 6.1562907E-5, 8.44216E-7
453, 1.4506804E-5, 5.6662360000000005E-5, 7.82154E-7
454, 1.4330666E-5, 6.312110500000001E-5, 8.75483E-7
455, 1.4137578E-5, 5.8606852000000005E-5, 7.667940000000001E-7
456, 1.4330457000000002E-5, 6.1711245E-5, 1.164308E-6
457, 1.4331307000000002E-5, 5.7580516000000006E-5, 8.22054E-7
458, 1.4287003000000002E-5, 6.3365403E-5, 8.12156E-7
459, 1.4910253000000002E-5, 6.0427385E-5, 7.73855E-7
460, 1.4262110000000001E-5, 6.4523305E-5, 7.50886E-7
461, 1.4539886000000001E-5, 5.588482800000001E-5, 7.54826E-7
462, 1.4147929000000002E-5, 6.0592066000000006E-5, 7.74629E-7
463, 1.4082540000000002E-5, 5.6472253E-5, 8.31106E-7
464, 1.4312535000000001E-5, 6.178511E-5, 9.356540000000001E-7
465, 1.4551296000000001E-5, 5.6965325E-5, 8.630290000000001E-7
466, 1.439588E-5, 6.7946127E-5, 1.3205229999999999E-6
467, 1.4279327E-5, 5.6806648000000004E-5, 8.88304E-7
468, 1.4357654E-5, 6.5466272E-5, 8.285870000000001E-7
469, 1.5298799E-5, 5.9017957000000006E-5, 8.417980000000001E-7
470, 1.6310697E-5, 6.2851075E-5, 8.283030000000001E-7
471, 1.541499E-5, 5.8357251E-5, 8.39337E-7
472, 1.5413447000000002E-5, 6.4224804E-5, 8.23478E-7
473, 1.5458341000000003E-5, 5.8940864000000005E-5, 8.827190000000001E-7
474, 1.5289786000000002E-5, 6.4212455E-5, 8.341040000000001E-7
475, 1.5335571E-5, 5.997589E-5, 8.99295E-7
476, 1.5582564E-5, 6.500761100000001E-5, 8.82312E-7
477, 1.5554398E-5, 5.9874015000000004E-5, 8.57411E-7
478, 1.5378766E-5, 6.281490600000001E-5, 8.078410000000001E-7
479, 1.5450805E-5, 5.9320753E-5, 8.43158E-7
480, 1.6033708E-5, 6.6585836E-5, 9.53698E-7
481, 1.600578E-5, 5.8825757000000004E-5, 8.393000000000001E-7
482, 1.5265506E-5, 6.7634561E-5, 8.808560000000001E-7
483, 1.5305409000000002E-5, 5.9742512000000006E-5, 9.161670000000001E-7
484, 1.5621505E-5, 6.635461100000001E-5, 9.20769E-7
485, 1.5319646E-5, 5.9615444000000006E-5, 9.45366E-7
486, 1.52958E-5, 6.798472500000001E-5, 1.003526E-6
487, 1.6514952000000002E-5, 6.197638900000001E-5, 9.14804E-7
488, 1.6924973000000004E-5, 6.571468300000001E-5, 9.219880000000001E-7
489, 1.6648761E-5, 6.5603688E-5, 9.19858E-7
490, 1.6646535E-5, 6.2597437E-5, 9.11717E-7
491, 1.6383751E-5, 6.5413417E-5, 8.81216E-7
492, 1.6419968E-5, 6.4738268E-5, 9.85911E-7
493, 1.7149101E-5, 6.171452700000001E-5, 8.824950000000001E-7
494, 1.6583435000000004E-5, 8.2356874E-5, 9.68401E-7
495, 1.7227271E-5, 6.4245257E-5, 9.66343E-7
496, 1.6685797E-5, 6.2265678E-5, 9.3126E-7
497, 1.7483827E-5, 6.3756661E-5, 9.13304E-7
498, 1.6414742999999998E-5, 7.4265849E-5, 9.77642E-7
499, 1.6586567E-5, 6.2210492E-5, 8.57592E-7
500, 1.6862151000000002E-5, 6.4226655E-5, 9.231570000000001E-7
